                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.00477,                      1,                      1,                0.31372,             0.00023271,             0.00023271,             0.00023271
